cond,position,pA,pB,pD,vA,vB,vD
X,horesrace,0.6283305697,0.0849706912,0.0987130858,108.066930768,98.870306193,105.550749334
X,horesrace,0.2135001826,0.6468265138,0.5590608018,107.0666718716,99.4870887723,94.9184454552
X,horesrace,0.4982480258,0.7540949245,0.4223883303,100.5822488158,102.5687835437,93.9201648653
X,horesrace,0.3224666934,0.1721518724,0.8046057173,108.0971903357,96.4766061764,101.1689418697
X,horesrace,0.6855280085,0.1258228275,0.4924203916,103.9219027686,101.8927339188,96.3423231526
X,horesrace,0.5106085753,0.7512264622,0.6484220054,95.7383732585,101.6465567971,104.2932945096
X,horesrace,0.0137236824,0.9154490188,0.2073259323,101.384474736,108.0728510278,94.6463886341
X,horesrace,0.7418776313,0.1566846208,0.9652611611,96.3466289125,102.9867308355,101.0914745286
X,horesrace,0.6651482023,0.5865082622,0.7153577539,97.9538399013,93.0203651742,104.5794601467
X,horesrace,0.6468131109,0.0264561737,0.7898830245,102.9639971,99.0442728511,99.7699874262
X,horesrace,0.7389833697,0.0298891973,0.4382346615,98.1594830426,102.5571207157,108.4131097125
X,horesrace,0.1841474746,0.8947250945,0.3044068052,96.9012365746,95.65337609,104.0072616318
X,horesrace,0.5764664235,0.333997078,0.6799211018,106.2183370376,102.4069085455,110.4327470811
X,horesrace,0.708448783,0.5940985836,0.3702960922,99.9932235652,95.310211681,104.0833237724
X,horesrace,0.8522690299,0.1783357018,0.7682410881,97.0084503338,99.6657955565,99.6903515948
X,horesrace,0.6681807642,0.3972217923,0.6032449692,104.131426408,103.4830681917,96.1256942845
X,horesrace,0.4577012386,0.493350809,0.8825994122,102.3499786878,97.3600037558,97.4975086146
X,horesrace,0.2299845335,0.2918803906,0.870053794,108.9194372744,95.4827404758,83.5459182877
X,horesrace,0.4040734961,0.1160335313,0.0405922097,95.2830334878,97.6812490616,100.2299836638
X,horesrace,0.3583203873,0.0681397456,0.3735390943,105.0636418534,104.7496851227,106.7624640233
X,horesrace,0.8355198088,0.1293915133,0.0354564483,91.1505681623,90.8085451776,92.7546805102
X,horesrace,0.0083066465,0.0980276805,0.5004169876,102.1835970755,101.1374333772,102.7976486385
X,horesrace,0.5746669136,0.9966052105,0.5428665539,108.2399654861,103.294654344,105.751831715
X,horesrace,0.5595708778,0.3104728151,0.4039732632,96.2680679047,101.171598842,99.0947668711
X,horesrace,0.2757392058,0.3967563985,0.217423632,92.7175357082,90.9256973026,102.4301576054
X,horesrace,0.1686942677,0.1008972249,0.2322846539,93.1531664796,100.5172159437,102.3825476665
X,horesrace,0.604369482,0.2280878031,0.1209650929,114.2607238724,97.7405968877,102.5068788416
X,horesrace,0.1332613018,0.2421269163,0.2112344266,93.0744866651,102.1219375991,103.6065588517
X,horesrace,0.2918673647,0.4849704313,0.6719508739,95.8409446109,104.1005719766,111.3881241515
X,horesrace,0.8326463262,0.8120224066,0.7716750093,94.0133741512,97.9082516219,107.5780122423
X,horesrace,0.2854286588,0.8931183191,0.7170229279,99.6544358041,92.0884905003,97.2878133039
X,horesrace,0.1883479375,0.1930503477,0.2399223472,103.0542011371,97.6989032726,97.9974955903
X,horesrace,0.1269872349,0.1993779126,0.133436959,91.6516180325,90.1041327823,99.1851921154
X,horesrace,0.9546500377,0.3736654627,0.5450547142,107.1822563533,99.6868401384,100.083906723
X,horesrace,0.7304359388,0.2967059475,0.9473139746,98.9173661073,99.0678777951,107.1932578937
X,horesrace,0.2914111598,0.9648444939,0.0816863589,102.6250027082,98.5377845761,105.5264255911
X,horesrace,0.8366419515,0.8254647853,0.0258335469,101.6527942947,95.0075908533,105.4505758133
X,horesrace,0.8338841407,0.147515662,0.2710507091,109.3453606302,97.8205612299,98.8422878439
X,horesrace,0.068683059,0.1942585343,0.2937592508,100.3874631204,99.1988040744,95.6690495995
X,horesrace,0.9248852907,0.8648847439,0.9725462813,96.9038840946,96.552064078,99.940167492
X,horesrace,0.1185309971,0.0672283275,0.2792623993,96.6069356138,96.1014657149,97.922478789
X,horesrace,0.4749862906,0.5394024416,0.3178005398,91.4807842385,99.1958877966,112.5591082939
X,horesrace,0.7269215568,0.7739319177,0.9292308311,101.2935449488,100.7754222087,101.2597011683
X,horesrace,0.5964621748,0.5458967783,0.4341803056,99.949882638,92.9114052533,114.834957018
X,horesrace,0.4316097053,0.7940683111,0.7823302634,96.5628408848,107.9619874786,100.2732451518
X,horesrace,0.632572084,0.7439479758,0.2065181551,103.8247427202,109.5518598761,106.2678692287
X,horesrace,0.9631329584,0.8921483238,0.6618223151,103.8779707888,100.1698342905,101.4400865721
X,horesrace,0.2166996978,0.1036438209,0.2671852035,101.3516207718,99.1173111328,101.5801807609
X,horesrace,0.0541524184,0.0166708729,0.566155588,94.4600855946,96.4390823293,97.2094069163
X,horesrace,0.5328671401,0.2379684844,0.1395353926,97.7085330338,95.1935331229,103.2457363959
X,horesrace,0.6227420808,0.6651676372,0.4918024263,104.7055895128,98.9156250352,102.9540882267
X,horesrace,0.1005899257,0.4878376562,0.9771361235,99.0277753603,100.9347674871,101.1584621785
X,horesrace,0.2839159989,0.5460858752,0.8297450969,102.0147071574,100.4379648591,104.3127538789
X,horesrace,0.1510759923,0.8864282446,0.0808592592,104.1473058237,104.9446297218,97.6231344326
X,horesrace,0.2855646568,0.6152252792,0.0517039199,96.2428604506,97.9048486804,98.4443322292
X,horesrace,0.2017866359,0.7356224481,0.042859677,108.7092513562,97.3367401461,97.1716782588
X,horesrace,0.390692174,0.4250560207,0.1737893918,105.3621486262,95.5669488829,105.5265202089
X,horesrace,0.998287074,0.599547866,0.7892086357,103.3399652346,107.771523883,95.1898264435
X,horesrace,0.5659165808,0.0507400068,0.8575565158,95.5704982594,97.949813841,93.7012181279
X,horesrace,0.3859291999,0.8134293398,0.3157055345,100.7321289974,103.1163618237,92.534684907
X,horesrace,0.3271331571,0.1395251378,0.6643438688,98.5263141629,95.0751520845,104.4681898615
X,horesrace,0.1540960406,0.85624008,0.642019419,103.0217456278,102.4665781738,95.3709299023
X,horesrace,0.9332076206,0.6089490876,0.2620752123,96.5548988016,105.3047558529,103.2650124976
X,horesrace,0.6253672077,0.3395685703,0.4795626954,101.8446490902,89.3049412336,98.2280244058
X,horesrace,0.9391888233,0.9373832783,0.3892391047,92.4176085029,104.0331595545,96.219559267
X,horesrace,0.5336470862,0.1216991879,0.5096836933,100.0811934628,96.6255452477,94.2855183486
X,horesrace,0.9446354057,0.5673267755,0.679937152,102.8250760397,100.4179141681,104.9596024648
X,horesrace,0.6049114338,0.5914952671,0.6565267006,88.2061696369,101.6895753692,98.4441168638
X,horesrace,0.7760222279,0.1258422283,0.1217219317,99.6945395136,98.1185121008,93.509277669
X,horesrace,0.4930948718,0.721162264,0.9456718692,100.4452345278,96.2688267664,99.1954405568
X,horesrace,0.6746581083,0.8080916274,0.558283976,94.9487692778,99.6821160075,101.3893585029
X,horesrace,0.1680512622,0.9221488973,0.2005094083,98.3175753065,98.5676371977,98.3765315582
X,horesrace,0.4741800013,0.1060040821,0.6561141559,102.681399999,99.3010927924,100.4984511413
X,horesrace,0.9580419799,0.8887110241,0.7957082877,93.9278583283,101.1366008493,96.1393711337
X,horesrace,0.2757763325,0.6297427695,0.9360998385,93.5816544073,108.0564590375,106.7514513248
X,horesrace,0.0315599337,0.3179174087,0.5305677799,97.7852888909,94.4738769724,105.1355669242
X,horesrace,0.3407261644,0.9884271384,0.1059696106,100.8151660809,100.0247334898,98.8141459218
X,horesrace,0.7434513234,0.8213928903,0.2581235291,96.614076244,104.8060331196,100.8180157286
X,horesrace,0.8425471883,0.8808016011,0.505124863,96.5926892703,107.4033176865,99.2304124686
X,horesrace,0.9068370031,0.2100630954,0.9576684986,98.8059554451,97.2877051232,99.9717139429
X,horesrace,0.1448843773,0.8245684889,0.0369346282,97.2682441825,91.5972659872,92.9953138132
X,horesrace,0.1145644819,0.4627640001,0.6311793586,101.2192277966,94.8912634016,102.5462757988
X,horesrace,0.4899905385,0.5793640479,0.2616654134,98.9461380419,98.8750881793,93.4071383943
X,horesrace,0.0173210809,0.3971291233,0.9464915874,99.1877973537,102.2564673773,102.9232583229
X,horesrace,0.5619197122,0.4123761118,0.902646329,96.9135560848,97.7853859097,90.2150322707
X,horesrace,0.6563350637,0.3826067809,0.8663279144,100.174069754,105.4195288402,101.9659883439
X,horesrace,0.9347358614,0.971523559,0.470171618,104.1727528892,99.9579385226,105.4773760577
X,horesrace,0.3402445845,0.7885969353,0.3076669073,103.3561363075,95.5636874837,93.604468749
X,horesrace,0.6793962896,0.5765522961,0.9451474622,98.6712158313,96.6276624596,105.8084684806
X,horesrace,0.8924198055,0.3301256478,0.565183108,106.2117982393,99.59153416,95.7272441267
X,horesrace,0.8273132341,0.1225558904,0.8763070793,93.0901565471,102.666270257,103.4814728719
X,horesrace,0.2126594181,0.144599813,0.3631320999,101.6508549833,93.374838704,96.3742100643
X,horesrace,0.3032892703,0.5402156946,0.3721211371,105.2715681776,94.6700282547,92.2551000919
X,horesrace,0.9397188805,0.1497007816,0.6555625976,101.4677751329,102.3501925216,98.38758415
X,horesrace,0.2968237374,0.9405368296,0.7919262219,101.1719969455,108.6684675748,102.3268222816
X,horesrace,0.9425356018,0.3500974828,0.8225550209,97.9978949562,97.3648933989,102.2394815879
X,horesrace,0.3085942662,0.955820373,0.3464268234,93.8092144469,101.9139580058,99.9634971557
X,horesrace,0.5324073958,0.3892490598,0.8276193857,97.817813063,105.0861977543,100.8191705611
X,horesrace,0.5684968177,0.3245052129,0.6588723047,99.9898131875,102.6376314638,100.7414418852
X,horesrace,0.6502117238,0.6922678147,0.743893035,96.8064893681,97.8157700836,100.0544002016
X,horesrace,0.2284065329,0.1075990638,0.749041955,95.2985922687,96.2927303755,102.5220427656
X,horesrace,0.6425458682,0.1352980924,0.1754327076,105.5150738989,102.2911029714,98.3903880178
X,horesrace,0.3695818512,0.0386358404,0.9174896749,111.5166858306,99.957921964,92.0075276829
X,horesrace,0.0530819944,0.977212121,0.2510676789,93.7850813181,99.3324058145,99.4882472758
X,horesrace,0.3686246201,0.862928617,0.9819617765,99.9073854962,108.2422133299,97.3947067554
X,horesrace,0.1786301211,0.4113701624,0.9415389476,89.5855925471,101.6012072437,97.4215459083
X,horesrace,0.4411405642,0.545639372,0.9433240765,97.1990171226,100.0629271413,108.8839576458
X,horesrace,0.4814198017,0.5932923739,0.2915246878,103.0782382491,105.1949848458,99.7546368044
X,horesrace,0.9075286733,0.9108251929,0.0362049933,106.7360853774,100.6375714134,96.5707948722
X,horesrace,0.7927020348,0.9432635729,0.7943431989,102.6660217769,102.2890262991,114.318987607
X,horesrace,0.3741311149,0.5411894515,0.0326199906,107.0898358292,95.3387308602,96.2313154323
X,horesrace,0.1151479091,0.9444040898,0.2006516515,98.603911295,102.5441107126,104.248769346
X,horesrace,0.811877979,0.3634159856,0.3527639918,101.572117042,100.9545847229,90.9117062547
X,horesrace,0.0087255845,0.4997860834,0.5555615008,103.0104459855,98.0391880402,101.3395476589
X,horesrace,0.6640338674,0.6961600494,0.6602259905,100.4478135077,103.4265140031,112.306503014
X,horesrace,0.1431879615,0.436000149,0.9908510747,97.9075725462,100.7467736089,103.4512106571
X,horesrace,0.9969252103,0.8276996873,0.8074701647,102.1279096477,101.5648847967,101.6757963448
X,horesrace,0.4597924142,0.8678178892,0.6500156615,96.1067401701,95.4482855601,98.8866946438
X,horesrace,0.5219544913,0.6322178212,0.7588757726,100.7369438494,105.5217764898,100.7891941225
X,horesrace,0.6246245478,0.1107360646,0.102778774,107.6243672224,116.1848860115,99.6384529064
X,horesrace,0.7556925716,0.3846050815,0.578814311,104.4651763856,104.6195379767,102.4066951635
X,horesrace,0.0380863892,0.6867449121,0.2009391303,104.8575402111,99.436040762,97.2967124274
X,horesrace,0.6211078868,0.6848364251,0.0762898666,98.9282479686,105.7170216353,102.8596100325
X,horesrace,0.4985207461,0.8433354334,0.719069235,100.4393885968,102.4403086378,99.590860756
X,horesrace,0.1534640654,0.7776805228,0.215743894,102.8085636859,100.9579665083,104.4136999543
X,horesrace,0.3680449168,0.2274587385,0.5234057936,102.5768984924,102.6992311005,101.5650760752
X,horesrace,0.3837777548,0.4973173169,0.6247341759,106.0153618872,95.6676032607,104.2025644498
X,horesrace,0.1917898301,0.1948909967,0.331691368,101.8493368632,97.0524010722,109.1662919826
X,horesrace,0.0989199087,0.6022614019,0.3284457503,106.9146817986,94.9605618672,104.5715150396
X,horesrace,0.6079206292,0.9730985144,0.6578131281,93.2443738678,92.9758369975,98.3404402128
X,horesrace,0.8725831707,0.5583600723,0.736162863,96.6089168775,106.5680860734,94.2940483427
X,horesrace,0.8105980055,0.7777296279,0.6157406284,92.1432542828,87.9808739244,105.7282910701
X,horesrace,0.8262196239,0.7636869394,0.9350177702,98.4208136831,92.1692883378,104.8557168839
X,horesrace,0.9948238637,0.9630220265,0.7863273274,93.5045348759,96.5016922896,89.7855979328
X,horesrace,0.2941319186,0.6884628448,0.2282361994,93.7837152623,99.065320827,103.7743125499
X,horesrace,0.0869147775,0.5583237195,0.3014425884,100.5140344854,99.0183533296,101.2232572136
X,horesrace,0.9907576775,0.4785256886,0.3774367128,107.3866905376,93.5021278693,105.2499520936
X,horesrace,0.459678984,0.0898846092,0.2090600601,90.4128869115,92.4842673376,105.2464116809
X,horesrace,0.4759004144,0.8742485379,0.3479468378,103.6806932322,97.5953392585,101.0809756524
X,horesrace,0.4289834897,0.8015514684,0.5718080685,92.2084113458,100.6338499483,102.4482241709
X,horesrace,0.8336447948,0.7647814469,0.2667123701,102.9153470861,103.2642764556,102.643994727
X,horesrace,0.1181829697,0.5755468842,0.9552287275,100.5126497548,106.5228277872,97.5965571092
X,horesrace,0.9265091177,0.6161885792,0.3543993908,99.4968729542,99.1728673407,108.6714959184
X,horesrace,0.3044807278,0.7692553832,0.5161686779,106.4877713742,108.0924393135,95.2296397484
X,horesrace,0.6638316484,0.9159342048,0.2652658408,101.0476229808,93.545891218,95.848889791
X,horesrace,0.7443295359,0.8674699527,0.2332121462,105.1801376662,106.3055689749,104.3528017488
X,horesrace,0.8829445543,0.7949247449,0.1147388071,106.2077295382,104.3952133737,102.6107970093
X,horesrace,0.7134245473,0.6829937852,0.9243145019,107.8446814315,93.9179598674,99.8905639911
X,horesrace,0.5625919863,0.2906392424,0.027583298,104.2143632185,99.8077222572,99.8018081076
X,horesrace,0.5060900857,0.9007486345,0.8703254415,104.7513959343,100.742378657,93.9274118835
X,horesrace,0.0327726027,0.8056830561,0.1965317526,104.8212286573,95.0692723508,96.9327844156
X,horesrace,0.9061695721,0.2103098361,0.5215507511,95.1547050237,97.596762068,94.9542297083
X,horesrace,0.151565331,0.9846970895,0.6722070079,95.8462768482,95.4498125086,103.265953118
X,horesrace,0.6214536969,0.3542187514,0.3260997252,105.8820813029,93.2902910865,109.9142581604
X,horesrace,0.4848086431,0.2441317958,0.3773994998,89.1532946982,101.1919410886,102.6273710024
X,horesrace,0.0454124371,0.9266990202,0.3525274738,96.7488875491,99.6606134239,99.6858081982
X,horesrace,0.8104775508,0.6970828567,0.362938073,104.9484420138,94.6382574654,99.095746003
X,horesrace,0.6915285536,0.7199917466,0.4129324961,105.6913088948,105.3299524886,96.0034353181
X,horesrace,0.6475179896,0.4083161056,0.1172824155,109.9557963533,105.7320585616,104.0423432252
X,horesrace,0.7882311703,0.2784179491,0.4668158803,93.3082117044,113.7644137584,95.1837579907
X,horesrace,0.0236387963,0.9517738933,0.8314748958,101.5908778198,102.5297728796,93.0636869135
X,horesrace,0.7446757315,0.1262705273,0.4112797345,94.1157229813,91.2543050778,97.7804245624
X,horesrace,0.6225051363,0.9319472266,0.1028708543,96.6391824395,101.2354768847,96.6674271288
X,horesrace,0.690869821,0.9881872435,0.6499030944,92.393335361,96.6114457549,97.5552223917
X,horesrace,0.4059701865,0.846816001,0.6413172744,93.0902314943,106.3958533142,88.4833268906
X,horesrace,0.7519113861,0.549563892,0.5814845446,95.263045505,98.1250402832,98.4215069694
X,horesrace,0.36322563,0.644692871,0.1106191259,111.4364134248,100.5503809913,106.7559346225
X,horesrace,0.7587386488,0.3201152126,0.8498740657,106.9925598176,102.5288402677,104.2141760314
X,horesrace,0.1314336809,0.5046325445,0.3699405091,103.640737537,96.3908277923,95.6009296928
X,horesrace,0.0055982454,0.2951742609,0.3743491555,98.9195728346,97.0177526864,93.1583049524
X,horesrace,0.4094106739,0.2067737167,0.4722458338,96.5757057436,101.9186447062,103.7858546496
X,horesrace,0.4597666524,0.4362551754,0.8011872338,96.1938743783,104.2520050385,95.8846578724
X,horesrace,0.7099330267,0.6269863031,0.4462676477,90.9321335818,95.3266203765,103.9866463333
X,horesrace,0.7015135561,0.9317776661,0.1393714219,92.7886169929,98.8164031734,102.2262030459
X,horesrace,0.2397360478,0.4546121024,0.9954592253,106.3637816371,102.0652581508,106.5101116876
X,horesrace,0.7953835384,0.7245306827,0.2334403726,92.6402395045,112.5563412356,101.043572717
X,horesrace,0.6844009664,0.4315486476,0.2778195725,101.7176214455,102.5505243868,99.3991981821
X,horesrace,0.3738943473,0.2344417812,0.279056855,99.1833807835,102.9362766233,102.4317296891
X,horesrace,0.0539632773,0.2851393737,0.8720431048,102.1314843751,93.8878154757,99.5972090802
X,horesrace,0.4148347112,0.1337662302,0.0951896817,110.5040707262,93.7204020123,105.1389685492
X,horesrace,0.9345332203,0.354070774,0.3845619659,92.6845559291,103.503829161,94.3073960802
X,horesrace,0.9121503001,0.6813319535,0.3175670942,94.2293705265,98.7372216085,99.6947387681
X,horesrace,0.4934149841,0.8845372656,0.4730496204,99.0511080144,107.7054014536,106.8840845308
X,horesrace,0.8849417572,0.023980241,0.0193994541,95.7578924033,98.5407923502,98.8388878411
X,horesrace,0.8430099124,0.2078441887,0.1692453632,102.5927058347,98.3016692191,95.1524429651
X,horesrace,0.2415358368,0.8434779614,0.1861528489,104.3347203708,102.3402314452,100.5622279883
X,horesrace,0.6010221324,0.545903373,0.4247816422,104.5226100871,100.9685732643,97.2719103888
X,horesrace,0.1307864068,0.0683243866,0.1533253656,111.0592936211,90.1480740588,108.1174178979
X,horesrace,0.1346349034,0.2958180951,0.4434525063,98.3745020942,86.8858138641,90.5653374959
X,horesrace,0.0183651231,0.8230643368,0.3186864005,90.3402018704,100.8440227429,110.9478684819
X,horesrace,0.8469256461,0.2670978385,0.4741718664,99.2621061362,94.8128426416,104.011022091
X,horesrace,0.7067502844,0.4216482304,0.2692325537,108.7283289229,95.64337232,106.3088902265
X,horesrace,0.2698969555,0.1386664391,0.8636419163,96.7270190154,94.302768287,104.0423375833
X,horesrace,0.2644372177,0.4765736132,0.7685717321,97.4753973302,102.4782200364,96.482250415
X,horesrace,0.2914069903,0.6232718306,0.3203052871,100.054598517,101.9963481555,98.796768801
X,horesrace,0.4349474688,0.7625225272,0.3176373595,97.7765195304,99.9291373732,103.326508492
X,horesrace,0.7479108635,0.2730839583,0.5267486239,106.6724911445,102.1604726793,90.0564044429
X,horesrace,0.5255866195,0.6726692677,0.8494902381,99.5759612783,106.9600181902,103.4853205702
X,horesrace,0.3744412814,0.7174846313,0.4207784855,100.5406390289,101.4608672133,104.4429445088
X,horesrace,0.0453232704,0.1765174035,0.2489597171,99.1349672854,112.3940110333,108.0607054785
X,horesrace,0.8833054954,0.1713986653,0.3708089476,105.2187633095,96.4265066269,100.1672811014
X,horesrace,0.147474424,0.6908889743,0.585687917,100.7121658675,91.7382930295,98.6291377206
X,horesrace,0.1534550581,0.2144845079,0.3656569361,106.8641955915,103.7317833362,105.1256676177
X,horesrace,0.5054060058,0.7049620766,0.5905028542,92.9953784432,103.5940720796,97.1471601414
X,horesrace,0.197151006,0.6921045538,0.6570029133,99.0232976672,109.1273308172,96.1859359469
X,horesrace,0.7078916722,0.3321236803,0.1758345522,104.5069559162,103.6987669279,100.9897042316
X,horesrace,0.343204834,0.7952462884,0.5529632363,100.4254334422,98.1130741095,103.3117273928
X,horesrace,0.8166382846,0.1704566819,0.4396368954,102.9058382997,98.8139887391,98.9256280181
X,horesrace,0.3397766396,0.1892633107,0.8622516147,102.4853694416,105.8154865746,101.9164757319
X,horesrace,0.6507507176,0.8344815483,0.5243651576,102.3267067283,96.3897637,93.5154839622
X,horesrace,0.4505306147,0.1399358225,0.9262750847,103.6186959591,100.7311715503,107.481967346
X,horesrace,0.7429894239,0.9594319896,0.3059721191,93.3643803217,100.6109104104,94.3907446319
X,horesrace,0.6504750764,0.5131797458,0.2756932904,91.0199322364,98.5222342139,103.1401185906
X,horesrace,0.4058214861,0.2032857381,0.3088062268,106.0045173075,95.9138841095,101.370746269
X,horesrace,0.3541757537,0.2400039153,0.737412614,92.2713981324,99.5951956387,94.8879510185
X,horesrace,0.4060875147,0.4093174257,0.5783082303,109.297002244,111.6868993133,99.5135097996
X,horesrace,0.9558529663,0.5799774225,0.942862137,103.4575666947,103.7709503662,91.5544332683
X,horesrace,0.0697409811,0.5173926286,0.7259729491,96.4126942217,90.3319710886,95.3225312076
X,horesrace,0.5058450585,0.461409729,0.3702822644,101.1588373894,109.169886915,95.9310392151
X,horesrace,0.2886263069,0.3398584321,0.3235068237,105.8307883768,100.0049517234,100.4040884331
X,horesrace,0.1610604883,0.8968098061,0.6467857368,105.6933367169,107.0343146204,104.3527436972
X,horesrace,0.2202258017,0.0962392713,0.6479659856,92.7451276203,99.5756416974,94.3959760296
X,horesrace,0.9972966397,0.9667401754,0.233272258,94.2451506258,102.7358606951,93.969051087
X,horesrace,0.8023569761,0.0820998051,0.4413328054,107.3381900664,106.0462794033,104.7501732221
X,horesrace,0.0707064087,0.8753312822,0.5976690345,106.1529917053,94.78596861,99.5977270262
X,horesrace,0.1493297133,0.1543316024,0.7719086534,96.1303999052,92.2009284805,102.2511683766
X,horesrace,0.0851250291,0.9341538714,0.4707126555,91.2284461757,95.2325463861,96.3142190441
X,horesrace,0.7047937233,0.3718181856,0.9638462816,101.3828386732,96.0417692144,104.2551495259
X,horesrace,0.5198760489,0.9230759884,0.5270733745,95.6877264158,104.4111845563,98.7549147275
X,horesrace,0.4409511895,0.4176404807,0.2631780833,84.7744069262,95.6198940741,99.6140795966
X,horesrace,0.2310982298,0.3521692834,0.038146673,100.6423840099,102.099344729,108.9231530791
X,horesrace,0.3807145839,0.7566850961,0.9163403942,100.1402468638,97.6249145246,97.8069865751
X,horesrace,0.0756851055,0.1968604284,0.7419531043,99.6379003126,102.9313647999,90.8683258171
X,horesrace,0.38372593,0.061605308,0.165512193,108.738883933,106.2394091231,100.1024662733
X,horesrace,0.0238800098,0.5921907995,0.9366438093,94.449095474,99.1567337736,104.8187693663
X,horesrace,0.1689834765,0.4136197425,0.1089104202,96.2828982476,100.8347910237,99.5705323387
X,horesrace,0.6995250946,0.9895397003,0.917261258,100.309454922,106.4589526737,102.7308695102
X,horesrace,0.3126470139,0.2940794774,0.8192406283,98.2667805996,98.3260662493,104.8948809092
X,horesrace,0.9083803312,0.954431759,0.9957538126,94.9768742303,93.2182693113,88.7127214658
X,horesrace,0.1417290876,0.672558093,0.1155224754,103.1082064145,98.3038060285,93.0157142453
X,horesrace,0.3494669471,0.9715513734,0.9325313906,93.9963451973,102.9275511558,96.5886017147
X,horesrace,0.3083775633,0.7627856731,0.8935858069,101.0687258432,83.6290082913,104.2683705374
X,horesrace,0.6836175937,0.2634629649,0.6108559554,100.8370998109,93.3940193366,100.6150234383
X,horesrace,0.9771967193,0.8394420247,0.8884511511,101.3018964668,97.3647467017,100.3964685992
X,horesrace,0.076418347,0.5196838838,0.0393485692,103.3115922067,98.1379417701,103.2131185687
X,horesrace,0.511414581,0.5200803673,0.7562312172,106.037221877,89.4219544085,110.5490562357
X,horesrace,0.2415282801,0.1278141784,0.1957670308,102.5655825763,100.5084778936,98.0402853145
X,horesrace,0.290271519,0.1403756761,0.8037186847,93.8250362391,98.4859585594,97.6424420273
X,horesrace,0.1511802685,0.8475742985,0.0383193193,107.008674475,94.5364906781,106.3952706938
X,horesrace,0.5625540863,0.9479143973,0.931806379,93.785877288,105.0598165985,104.457533035
X,horesrace,0.136728785,0.476024875,0.9526385567,99.2081539161,101.945807386,98.0992374085
X,horesrace,0.023984486,0.9219024333,0.998806726,99.3843988752,101.2968033216,105.7156069193
X,horesrace,0.1646500537,0.7883501719,0.7232946679,94.1719761971,101.3742818938,104.1428015367
X,horesrace,0.8071639889,0.3949926228,0.5449872345,100.9576272723,100.2071413611,104.3594396971
X,horesrace,0.1643888534,0.355091406,0.5024985417,93.8152449736,106.4178847242,101.4736228109
X,horesrace,0.4800714024,0.4147081568,0.8960074731,101.6216273197,106.172344609,92.768518929
X,horesrace,0.7147328649,0.6168654882,0.1205606991,102.2914679293,96.1400427931,100.3876717647
X,horesrace,0.503844382,0.8234637836,0.666389867,99.9459256197,106.8311211835,98.1528894379
X,horesrace,0.4535334345,0.3226525083,0.7043833756,96.9604611114,103.6855548082,92.7810374517
X,horesrace,0.9714268192,0.9298094511,0.0269656072,98.3853723536,100.061846134,106.0604915273
X,horesrace,0.5572948556,0.3925572883,0.0107679577,105.5996973394,105.9718180759,99.6054562524
X,horesrace,0.4159211288,0.8788964658,0.2979630514,99.5803212014,95.9418980468,98.7247036495
X,horesrace,0.4560037726,0.1775065036,0.1203334313,109.7593652482,98.4519715119,103.6261874202
X,horesrace,0.8373077966,0.1778958505,0.4960486914,91.6520419117,101.395369313,102.2491297166
X,horesrace,0.1081033617,0.60873002,0.3793162284,93.9055168212,96.2500135374,96.9147123511
X,horesrace,0.1706402053,0.6767945939,0.2543831307,95.5322405736,106.0999115412,99.011828875
X,horesrace,0.1646029942,0.3304440477,0.2285387656,91.2521687501,105.1044282477,99.8708458909
X,horesrace,0.047946637,0.3996892145,0.999802419,106.4302296078,96.1544042556,101.5696517131
X,horesrace,0.7760264124,0.4782030822,0.9266835947,94.185255703,100.2681661487,102.6420162546
X,horesrace,0.7037156161,0.9282528041,0.4333550395,98.4417631703,102.4421160721,109.0095014926
X,horesrace,0.3427913683,0.3207400413,0.0338234212,104.5560815496,98.5573345987,93.8965344914
X,horesrace,0.4300861461,0.6601581485,0.6480472942,99.2508343116,101.865408417,102.4383866141
X,horesrace,0.8631525629,0.0181293522,0.5370922382,106.2939609771,105.0439205409,99.1980595525
X,horesrace,0.9959453063,0.9129161411,0.3834520404,96.0667163926,96.7984853081,101.0040160959
X,horesrace,0.7799767791,0.223955615,0.860724916,97.6043728323,99.9445718296,100.0332602744
X,horesrace,0.2590357689,0.8583725211,0.3020255473,103.5114304249,105.6924470706,95.6079191024
X,horesrace,0.7934727937,0.4816362862,0.9616395461,91.518937196,98.5591539893,101.4694997418
X,horesrace,0.681763049,0.2997574911,0.9107571119,100.0985202578,87.5367190121,102.787878275
X,horesrace,0.7804282657,0.6509833203,0.5641803809,94.7020292765,101.1863856232,109.728955845
X,horesrace,0.2564022189,0.265337365,0.6775364727,92.5013649631,102.6449836839,101.1642460892
X,horesrace,0.7344965679,0.692023075,0.7911513739,110.5179083932,96.7959945489,98.6000012532
X,horesrace,0.6381924823,0.7283695813,0.5595292384,98.2394288781,91.4499200491,101.2404347696
X,horesrace,0.7437414413,0.185247293,0.0763430945,101.6134146136,102.4998586003,101.0066648786
X,horesrace,0.9315293075,0.1275406345,0.1561411836,93.1758070707,93.4600534778,89.7028660991
X,horesrace,0.0103269464,0.1513483708,0.9259889699,99.0144901078,104.7975456303,96.0144684648
X,horesrace,0.5895920072,0.8646344994,0.2504827534,90.6742784324,96.1798389165,101.1884249067
X,horesrace,0.9998062267,0.0514159112,0.3646057763,100.5457616262,96.5520794814,90.0316461879
X,horesrace,0.9292159607,0.2231343819,0.9773399299,102.0036570175,104.348602281,102.1137319415
